dose,WT,CLint,KbBR,KbMU,KbBO,KbAD,KbRB,id_ref,id
25.0,94.3,1876.0098435295245,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,793,41a93f90-dc82-4527-9da3-b7e2cad6e514
25.0,80.4,2933.600256171338,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,794,d138d150-8557-416a-a750-2a812227d96d
25.0,71.8,3972.761618942189,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,795,1d77ce40-58d8-4776-a51a-d4f3a699bae0
25.0,77.4,3918.819150225958,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,796,d9ead926-4745-4d9e-a789-6389df3277fd
25.0,64.3,1780.1366410968292,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,797,34ab18fd-0a68-488e-8ad4-041504c14982
25.0,74.1,2761.2986253715408,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,798,50910bdc-8ef0-46d4-8279-b14dae55cdff
25.0,87.9,2494.7643937501075,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,799,914591ae-f03d-466a-9dec-c06af24dfdd8
25.0,61.9,6808.067739074581,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,800,d8ab0b30-0ac0-4f0d-9974-c146e8ec01b3
25.0,65.3,2556.9841490677522,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,801,9b8b71a1-b38a-45fb-b611-64cebfc74ca9
25.0,103.5,5392.047737076256,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,802,a4e695c9-b65d-4226-be96-9cf3a7c5cb87
25.0,83.0,3027.335738336068,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,803,6f790959-a3e0-4b3b-b56b-0715e7180322
25.0,68.7,7165.440594848375,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,804,2da44da1-89b5-4368-9f14-c6125f58d5b5
37.5,64.4,3714.667057116758,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,805,4a814d53-964d-4b77-a025-f0ae35354579
37.5,69.8,3042.5148948760707,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,806,4578bab3-26a9-4465-a371-ea2c0247145f
37.5,86.1,3048.9823794824583,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,807,5e00ea6d-ca24-4e4d-9667-2017555a4085
37.5,84.5,3148.860999384992,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,808,c787ddfb-5697-417c-97fd-3736b7ef941c
37.5,99.1,2891.089967285852,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,809,4505f4f6-0a8c-46c7-8921-5f4f9edb95f2
37.5,71.2,3157.410663623235,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,810,955d0e77-fb5e-4866-a640-211e29f2c3c7
37.5,82.6,3058.0767852562494,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,811,fd42f697-6511-4656-9c64-60364a1eb1b7
37.5,85.4,5175.604887133575,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,812,1d69d9fc-4b1c-48bd-a130-260c8c69778f
37.5,76.1,1650.3664604481737,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,813,ef0a81ed-3d5d-40bc-bb03-78eb7a62722e
37.5,78.3,4051.7277815418743,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,814,db66bfda-2df9-4747-8ed1-35530c5a876f
37.5,73.3,4690.341940079823,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,815,4d7bd307-1224-41e6-ba89-82dd85e69ea9
37.5,102.1,5927.892908505132,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,816,4c9a0ae1-5419-4efc-95e7-3e3f673617d9
50.0,79.5,1216.677293775452,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,817,8f928dc5-1972-4ce3-9bd0-94486a2b3200
50.0,97.5,2180.1519121494152,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,818,564ae909-7958-4e69-bb2e-1b82e89dc815
50.0,80.7,1843.4048059673912,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,819,cff4c56b-f9ea-4c64-8c41-7e7cd741d609
50.0,83.2,3419.193948285132,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,820,1db2b452-7aa5-4a18-9fd3-c01757f98d1e
50.0,58.0,1261.2684063896722,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,821,09aedbd0-6d31-4b4a-bf6b-8793b318ad4c
50.0,85.7,896.7080963387193,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,822,afe6790a-bc18-440b-95c7-ed9d4d4985dc
50.0,74.2,2758.360936455325,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,823,2aa36cf7-eb70-4a65-a7d9-9a23e4f7625e
50.0,70.4,2104.481887507761,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,824,ce5dc807-6025-4199-9082-3edaa0722aa0
50.0,78.9,1255.2578621209532,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,825,16408169-a38d-4afc-bdd2-ed7af97ccc57
50.0,89.3,1252.6341035897556,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,826,32b2c492-15ac-47a1-8eca-2ee310da8a95
50.0,96.8,2168.1402980015987,9.618964908863761,3.104203981796495,1.0792285004098137,13.231071472157321,3.1312897649444693,827,62830869-0fa7-4e05-b897-4df5bff773ce
