bin,quantile,q_obs,pred_median,pred_lower,pred_upper,bin_center,output_name,model
0,0.05,3.6459686820012203,3.946727607120174,3.927004077089645,3.9692431279272147,2700.0,logC15,Simwork
0,0.5,5.438079308923196,5.34914117885433,5.337262417123149,5.359818739872005,2700.0,logC15,Simwork
0,0.95,6.572560113643599,6.896469150099165,6.880469158175967,6.906132282160398,2700.0,logC15,Simwork
1,0.05,2.609329038452749,2.71694448220279,2.6769805797237454,2.7629821807217074,26429.399999999998,logC15,Simwork
1,0.5,3.453152113357411,3.4912453346698573,3.461144438494058,3.5144821327855755,26429.399999999998,logC15,Simwork
1,0.95,4.31811749364085,4.31394792075871,4.267155102742598,4.360351097312223,26429.399999999998,logC15,Simwork
2,0.05,2.1605353660126787,2.010404848752834,1.9444284450476053,2.0764611082415,44100.0,logC15,Simwork
2,0.5,2.901406499059578,2.747342595154799,2.703852601578709,2.795286172147188,44100.0,logC15,Simwork
2,0.95,3.865348936855167,3.674060071703053,3.614803293187108,3.772169908664147,44100.0,logC15,Simwork
5,0.05,1.0623568955492988,1.171089579167829,1.118475882741314,1.2206390461275491,87120.0,logC15,Simwork
5,0.5,1.9671123567059163,1.9165829310774531,1.8590836136016886,1.9699076697875304,87120.0,logC15,Simwork
5,0.95,3.1436546799655876,2.9719895553951656,2.8958603008809076,3.0927544535670934,87120.0,logC15,Simwork
7,0.05,0.9527230478994568,0.9929692499866948,0.8485818609682574,1.1222608686701154,130201.2,logC15,Simwork
7,0.5,1.6467336971777973,1.5382396187122498,1.2935681979827764,1.635294833043029,130201.2,logC15,Simwork
7,0.95,2.298486418573272,2.338556353424263,2.202186498735337,2.464332414249235,130201.2,logC15,Simwork
9,0.05,0.738095915223126,0.3399341511118867,0.1976601617014455,0.48017993679087956,173401.2,logC15,Simwork
9,0.5,1.3737155789130306,1.3510910737083175,1.0396039149409877,1.5006880945960024,173401.2,logC15,Simwork
9,0.95,1.5793173416712945,1.9925128790576094,1.798966403970683,2.1323151388826265,173401.2,logC15,Simwork
