dose,WT,CLint,KbBR,KbMU,KbBO,KbAD,KbRB,id_ref,id
25.0,94.3,1877.5574224113222,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,793,e3e70682-c209-4cac-a29f-6fbed82c07cd
25.0,80.4,2962.4271582854367,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,794,f728b4fa-4248-4e3a-8a5d-2f346baa9455
25.0,71.8,3944.3111841749724,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,795,eb1167b3-67a9-4378-bc65-c1e582e2e662
25.0,77.4,3888.9444465686997,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,796,f7c1bd87-4da5-4709-9471-3d60c8a70639
25.0,64.3,1779.1212286599769,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,797,e443df78-9558-467f-9ba9-1faf7a024204
25.0,74.1,2758.7408131723396,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,798,23a7711a-8133-4876-b7eb-dcd9e87a1613
25.0,87.9,2519.9531794609015,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,799,1846d424-c17c-4279-a3c6-612f48268673
25.0,61.9,7258.190315681629,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,800,fcbd04c3-4021-4ef7-8ca5-a5a19e4d6e3c
25.0,65.3,2571.9859475519843,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,801,b4862b21-fb97-4435-8856-1712e8e5216a
25.0,103.5,4371.0600057808615,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,802,259f4329-e6f4-490b-9a16-4106cf6a659e
25.0,83.0,3024.2997950624454,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,803,12e0c8b2-bad6-40fb-9948-8dec4f65d4d9
25.0,68.7,7186.935260864769,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,804,5487ce1e-af19-422a-99b8-a714e61a441c
37.5,64.4,3749.0114766840775,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,805,5a921187-19c7-4df4-8f4f-f31e78de5857
37.5,69.8,3031.997907790536,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,806,a3f2c9bf-9c63-46b9-90f2-44556f25e2a2
37.5,86.1,3005.381289810594,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,807,8d723104-f773-43c1-b458-a748e9bb17bc
37.5,84.5,3150.665581297109,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,808,85776e9a-dd84-439e-b154-5a137a1d5006
37.5,99.1,2877.2030794376283,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,809,eb2083e6-ce16-4dba-8ff1-8e0242af9fc3
37.5,71.2,3159.1141820948205,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,810,17e0aa3c-0398-4ca8-aa7e-9d498c778ea6
37.5,82.6,3045.688971510296,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,811,b5d32b16-6619-4cb1-9710-37d1b83e90ec
37.5,85.4,5098.415274599747,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,812,a0116be5-ab0c-4681-88f8-e3d0d3290a4c
37.5,76.1,1649.3740242736353,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,813,d3fbf47a-7e5b-4e7f-9ca5-499d004ae545
37.5,78.3,3995.9706917790522,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,814,baf3897a-3e70-416a-9548-5822de1b372a
37.5,73.3,4692.4661290484155,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,815,101fbccc-ded7-43e8-b421-eaeb534097ca
37.5,102.1,5968.974044476393,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,816,38c1962e-9148-424f-aac1-c14f30e9c5cc
50.0,79.5,1220.6898011544931,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,817,247a8333-f7b0-47d2-8da8-056c3d15eef7
50.0,97.5,2183.4827665344187,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,818,1759edc3-72ae-4244-8b01-63c1cd9d2b7d
50.0,80.7,1859.3122407818469,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,819,e005b860-51ef-4922-be43-c49e149818d1
50.0,83.2,3427.0554265047263,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,820,7d41e602-eece-428b-bf7b-118e820865d6
50.0,58.0,1268.566170796198,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,821,4a84eb03-8d1f-49b7-8d2b-9deb1beb3711
50.0,85.7,885.4963172628691,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,822,552f233a-8c25-466a-9ff3-9849b4e1357d
50.0,74.2,2749.4039426263544,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,823,3405095c-8a50-46c1-ac18-8efbd080e66e
50.0,70.4,2097.0558761196658,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,824,8c1745a7-9a6a-4f92-8ca7-4147f6be1f72
50.0,78.9,1255.2766309083586,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,825,1775336d-71ea-4d05-89a3-e80e966e1277
50.0,89.3,1253.4556927699002,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,826,5129fb7c-6288-41a5-8c45-782198a6416d
50.0,96.8,2181.804637379405,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,827,2f120554-4a53-48cc-bdfa-bc08935ddd72
50.0,74.8,3961.355446263331,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,828,0870e15c-2fcd-41b5-924b-ace4307bf326
25.0,85.4,3450.4750617435684,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,829,42930b33-a81a-4477-bb36-75b89cdeb3e6
25.0,79.5,6058.582476430891,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,830,adc0da7a-16fe-4aa0-91af-923d79fdef7c
50.0,99.1,659.8409955555738,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,831,2648ee38-e074-45eb-a156-63abc1f254b8
50.0,88.3,1236.4174347716457,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,832,148b2758-d7ab-4928-89e4-69e6ec62b2c8
25.0,91.6,1986.036914220148,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,833,d450fe4a-ec4f-417b-b306-d1a8e5eeac76
25.0,69.2,4090.2221206636073,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,834,d67e55fd-642b-4a42-aef9-c00b8a64c1b9
25.0,92.0,1958.7191878431247,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,835,85940927-468f-453d-864a-7a50b48d73f1
25.0,80.5,3982.932576594439,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,836,37176e84-d977-4993-bc49-d76fcfc6e625
50.0,85.9,2497.2074397162974,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,837,d3447490-96fd-45d0-adf2-0806e5214606
50.0,94.5,940.9247812411181,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,838,46743741-9466-4472-ab5f-5241f323ca74
50.0,101.8,1037.458578210757,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,840,a425799a-a905-4750-be1e-a9c573581a81
25.0,102.7,4051.8601864839875,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,841,fb82860d-eabc-48d0-b341-facdff0ac0f1
50.0,56.6,1306.1011892247004,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,842,5306f3f5-1516-4570-9b7c-709acb175a5a
25.0,70.7,4778.670455092091,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,843,964a870c-7c87-4b74-9d87-8f9f9cdf5a86
50.0,81.6,1309.0106642315525,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,844,30bcab0e-d857-4102-95d4-4936a1515607
25.0,90.6,4552.669511866051,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,845,4562be7f-bb42-40b2-8426-465e3e37952d
25.0,83.8,11486.608714930824,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,846,5f3f5638-3870-4a14-b490-b6081dfc8352
25.0,82.1,9233.010206036142,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,847,6d16ee18-5521-46dd-aba4-b180cb69ca38
50.0,78.7,1339.3632741210479,9.624587695476391,3.0928160654272574,1.0793253614990743,13.026210364123433,3.13187026240993,848,c87a7463-19c1-4a0d-8feb-d845d0dfae43
