bin,quantile,q_obs,pred_median,pred_lower,pred_upper,bin_center,output_name,model
0,0.05,3.6459686820012203,3.838266190964814,3.8214014383421455,3.857252538881467,2700.0,logC15,Simwork
0,0.5,5.438079308923196,5.2697807656853275,5.260690612972538,5.281193209285285,2700.0,logC15,Simwork
0,0.95,6.572560113643599,6.78781520986403,6.764767499628362,6.806210586062132,2700.0,logC15,Simwork
1,0.05,2.609329038452749,2.7623652281794704,2.7262543188288806,2.7957182606612996,26429.399999999998,logC15,Simwork
1,0.5,3.453152113357411,3.4807512123116426,3.4635393095604052,3.501978007410969,26429.399999999998,logC15,Simwork
1,0.95,4.31811749364085,4.256037772482368,4.206545270374896,4.294483378529361,26429.399999999998,logC15,Simwork
2,0.05,2.1605353660126787,2.189516957496182,2.126355937483641,2.2425546170024737,44100.0,logC15,Simwork
2,0.5,2.901406499059578,2.885133368618762,2.8537112140686824,2.9261389877194373,44100.0,logC15,Simwork
2,0.95,3.865348936855167,3.665742224171655,3.5988501833322144,3.728916953339113,44100.0,logC15,Simwork
5,0.05,1.0623568955492988,1.3270330183362142,1.2767377037419718,1.3822363360088041,87120.0,logC15,Simwork
5,0.5,1.9671123567059163,2.0572178202465596,2.023337086983596,2.0994898300352465,87120.0,logC15,Simwork
5,0.95,3.1436546799655876,2.9212187280026547,2.849567423892624,3.0155816163639364,87120.0,logC15,Simwork
7,0.05,0.9527230478994568,1.0541522731775947,0.9044053128894801,1.1519747131872071,130201.2,logC15,Simwork
7,0.5,1.6467336971777973,1.5190157931617632,1.318599179374024,1.6551980521759224,130201.2,logC15,Simwork
7,0.95,2.298486418573272,2.2389851714214872,2.1099037439069264,2.3590809041043035,130201.2,logC15,Simwork
9,0.05,0.738095915223126,0.4302932908685761,0.31916359185032944,0.5731875482459341,173401.2,logC15,Simwork
9,0.5,1.3737155789130306,1.254849776388453,1.1089984054976474,1.3701135104320767,173401.2,logC15,Simwork
9,0.95,1.5793173416712945,1.7845643308076127,1.6056196819387396,1.9123233403481552,173401.2,logC15,Simwork
