bin,quantile,q_obs,pred_median,pred_lower,pred_upper,bin_center,output_name,model
0,0.05,3.6459686820012203,3.9123894099239833,3.890242015759988,3.930577845095856,2700.0,logC15,Sbml
0,0.5,5.438079308923196,5.552791178397222,5.542335027969142,5.569002571506625,2700.0,logC15,Sbml
0,0.95,6.572560113643599,9.49945447120542,9.49945447120542,9.49945447120542,2700.0,logC15,Sbml
1,0.05,2.609329038452749,2.7298560817626996,2.693212774237078,2.7657280685082464,26429.399999999998,logC15,Sbml
1,0.5,3.453152113357411,3.3421249806198388,3.325473074814558,3.3584650660974376,26429.399999999998,logC15,Sbml
1,0.95,4.31811749364085,3.9811166062485905,3.9561033517616657,4.0132419078868224,26429.399999999998,logC15,Sbml
2,0.05,2.1605353660126787,2.275318836749562,2.2379815643743153,2.312576537794372,44100.0,logC15,Sbml
2,0.5,2.901406499059578,2.7531709370349047,2.709016616179507,2.781367935939417,44100.0,logC15,Sbml
2,0.95,3.865348936855167,3.2946964050909986,3.2577479299690424,3.33093980126336,44100.0,logC15,Sbml
5,0.05,1.0623568955492988,1.484857738942149,1.4399356709668496,1.5218368562569893,87120.0,logC15,Sbml
5,0.5,1.9671123567059163,2.0045702994612706,1.9735542995739361,2.0337999924687193,87120.0,logC15,Sbml
5,0.95,3.1436546799655876,2.5621125923584964,2.5194262097932003,2.611856405888207,87120.0,logC15,Sbml
7,0.05,0.9527230478994568,0.9746358753380211,0.8629740176881879,1.0802965934403255,130201.2,logC15,Sbml
7,0.5,1.6467336971777973,1.3871682765937579,1.3428247170271015,1.4516185029464668,130201.2,logC15,Sbml
7,0.95,2.298486418573272,1.8027503739197046,1.7166505225626585,1.8968744518377973,130201.2,logC15,Sbml
9,0.05,0.738095915223126,0.29814003037948755,0.12143858028275223,0.42942226034749387,173401.2,logC15,Sbml
9,0.5,1.3737155789130306,0.6837761152640914,0.5381618326871941,0.8420461213232922,173401.2,logC15,Sbml
9,0.95,1.5793173416712945,1.1879197771719199,0.8855086147661974,1.3790291421822973,173401.2,logC15,Sbml
